,pdfsize,metadata size,page,objects,title characters,isEncrypted,embedded files,images,	header,obj,endobj,stream,endstrean,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,Colors
184,1,180,1,111612,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
185,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
186,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
187,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
188,10,360,5,21,9,0,0,0,	%PDF-1.3,20,20,6,6,1,1,1,5,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
189,9,258,1,26,0,0,0,0,	%PDF-1.4,25,25,3,3,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,>,,
190,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
191,12,180,1,9,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
192,10,258,1,31,0,0,0,0,	%PDF-1.4,30,30,4,4,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,>,,
193,9,299,1,10,20,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
194,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
195,17,250,1,15,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
196,12,180,1,9,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
197,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
198,17,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
199,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
200,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
201,1,180,1,111612,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
202,7,201,1,996,0,0,0,0,	%PDF-1.4,21,21,11,11,1,1,1,1,0,0,5,6,0,0,0,0,0,0,0,0,0,>,,
203,4,180,1,9,0,0,0,0,	%PDF-\x07.3,8,7,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
204,7,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
205,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
206,8,180,1,11,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
207,16,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
208,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
209,1,180,1,111714,0,0,0,0,	%PDF-1.0,11,11,3,3,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,>,,
210,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
211,4,300,1,15,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
212,12,180,1,9,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
213,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
214,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
215,8,180,0,1991,0,0,0,0,	%PDF-1.4,22,22,6,6,1,1,0,3,0,0,2,2(1),1,2,0,0,0,0,0,0,0,>,,
216,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
217,1,180,1,111612,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
218,14,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
219,9,180,1,9,0,0,0,0,	%PDF-1.3,7,6,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,>,,
220,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
221,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
222,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
223,7,180,1,11,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
224,16,180,1,10,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
225,7,239,1,10,8,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
226,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
227,8,180,1,10,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
228,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
229,8,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
230,15,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
231,2,180,1,111612,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
232,9,180,1,9,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
233,7,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
234,8,180,1,11,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
235,14,224,0,20,7,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
236,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
237,12,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
238,15,180,1,10,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
239,8,180,1,11,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
240,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
241,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
242,12,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
243,8,180,1,10,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
244,13,180,1,348,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
245,5,180,1,7946,0,0,0,0,	%PDF-1.2,5,5,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,>,,
246,8,180,1,10,0,0,0,0,	%PDF-1.0,7,7,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
247,8,180,1,11,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
248,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
249,9,180,31,70,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
250,8,180,1,10,0,0,0,0,	%PDF-1.4,35,35,1,1,1,1,1,31,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
251,10,258,1,31,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
252,12,180,1,8,0,0,0,0,	%PDF-1.4,30,30,4,4,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,>,,
253,12,224,0,20,7,0,0,0,	%PDF-1.3,7,7,1,1,1,1,1,1,0,0,1(1),1(1),0,1(1),0,0,0,0,0,0,0,>,,
254,8,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
255,8,180,1,11,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
256,4,180,1,14,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
257,7,180,1,11,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
258,14,224,0,20,7,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
259,16,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
260,7,248,1,19,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
261,9,180,1,9,0,0,0,0,	%PDF-1.4,17,17,3,3,1,1,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,>,,
262,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
263,15,224,0,20,7,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
264,2,180,1,111714,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
265,16,180,1,10,0,0,0,0,	%PDF-1.0,11,11,3,3,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,>,,
266,5,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
267,9,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
268,7,297,1,16,2,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
269,37,180,1,11,0,0,0,0,	%PDF-1.4,10,10,2,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
270,12,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
271,2,180,0,10,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
272,9,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
273,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
274,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
275,3,180,0,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
276,9,180,1,9,0,0,0,0,	%PDF-1.0,7,7,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,>,,
277,17,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
278,77,344,1,16,16,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
279,15,224,0,20,7,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
280,13,180,1,348,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
281,9,303,1,10,17,0,0,0,	%PDF-1.2,5,5,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,>,,
282,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
283,12,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
284,15,224,0,20,7,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
285,21,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
286,14,371,1,16,16,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
287,5,218,1,10,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
288,7,180,1,10,0,0,0,0,	%PDF-1.4,9,9,3,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
289,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
290,12,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
291,8,180,1,11,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
292,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
293,17,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
294,11,294,1,10,15,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
295,7,298,1,16,2,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
296,12,180,1,9,0,0,0,0,	%PDF-1.4,10,10,2,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
297,15,224,0,20,7,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
298,1,180,1,111612,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
299,15,224,0,20,7,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
300,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
301,10,256,1,16,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
302,9,180,1,9,0,0,0,0,	%PDF-1.5,15,15,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
303,11,258,1,31,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
304,9,180,1,9,0,0,0,0,	%PDF-1.4,30,30,4,4,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,>,,
305,57,256,1,41,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
306,78,378,1,16,16,0,0,0,	%PDF-1.6,40,40,25,25,1,1,1,1,0,0,3,4,0,0,1,0,0,0,0,0,0,>,,
307,11,288,1,10,19,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
308,9,180,1,10,0,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
309,9,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
310,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
311,35,258,1,10,7,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
312,14,224,0,20,7,0,0,0,	%PDF-11113,9,9,1,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,>,,
313,4,180,1,14,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
314,8,180,1,11,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
315,7,180,1,10,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
316,9,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
317,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
318,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
319,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
320,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
321,16,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
322,7,239,1,10,8,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
323,30,337,5,26,12,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
324,23,277,1,26,0,0,0,0,	%PDF-1.7,25,25,8,8,1,1,1,5,0,0,2,3,0,1,0,0,0,0,0,0,0,>,,
325,74,304,1,16,6,0,0,0,	%PDF-1.3,14,14,11,11,0,0,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,>,,
326,8,180,1,10,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
327,1,180,1,111612,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
328,8,180,1,10,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
329,3,250,1,15,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
330,13,180,1,348,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
331,16,180,1,10,0,0,0,0,	%PDF-1.2,5,5,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,>,,
332,12,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
333,15,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
334,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
335,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
336,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
337,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
338,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
339,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
340,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
341,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
342,77,318,1,16,16,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
343,9,180,1,9,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
344,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
345,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
346,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
347,2,180,0,8,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
348,10,180,31,70,0,0,0,0,	%PDF-1.4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
349,16,180,1,10,0,0,0,0,	%PDF-1.4,35,35,1,1,1,1,1,31,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
350,6,243,1,10,12,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
351,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
352,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
353,1,180,1,111612,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
354,12,180,1,9,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
355,7,180,1,10,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
356,12,224,0,20,7,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
357,14,256,1,16,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
358,14,256,1,16,0,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
359,2,180,1,111612,0,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
360,15,180,1,10,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
361,8,180,1,11,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
362,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
363,16,180,1,10,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
364,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
365,16,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
366,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
367,100,256,1,73,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
368,13,224,0,20,7,0,0,0,	%PDF-1.4,72,72,55,55,1,1,1,1,0,0,5,6,0,0,1,0,0,0,0,0,0,>,,
369,2,180,1,111612,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
